Rk,Season,Team,W,G,W,L,W/L%,MP,Team FG,Team FGA,Team 2P,Team 2PA,Team 3P,Team 3PA,Team FT,Team FTA,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Team PTS,Opponent FG,Opponent FGA,Opponent 2P,Opponent 2PA,Opponent 3P,Opponent 3PA,Opponent FT,Opponent FTA,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Opponent PTS
246,2023-24,Arizona State,14,32,14,18,.438,200.8,24.7,59.4,18.0,37.0,6.7,22.4,12.9,19.7,8.4,24.8,33.3,12.0,8.2,3.7,10.5,16.6,69.0,26.6,59.0,18.7,35.8,7.8,23.1,13.0,18.4,10.6,30.0,40.6,15.3,5.8,2.7,13.7,16.7,74.0
247,2023-24,Bucknell,14,33,14,19,.424,202.3,23.0,53.6,14.8,29.5,8.2,24.1,11.2,15.6,8.4,24.2,32.5,12.1,6.1,3.4,12.3,16.9,65.2,23.7,55.5,16.1,32.1,7.6,23.4,12.3,17.5,9.7,24.0,33.7,14.2,6.4,3.2,10.7,16.2,67.2
248,2023-24,Cal State Fullerton,14,32,14,18,.438,200.8,23.1,53.7,16.7,34.1,6.5,19.6,15.2,21.4,8.4,24.3,32.8,8.9,6.7,3.1,12.3,17.8,67.9,24.2,55.9,17.3,34.5,6.8,21.5,14.0,19.5,10.0,25.5,35.5,12.3,6.2,2.7,12.6,18.5,69.1
249,2023-24,Campbell,14,32,14,18,.438,202.3,25.2,54.4,17.9,33.3,7.3,21.0,13.4,18.4,7.7,24.8,32.5,13.3,6.3,2.4,12.0,15.2,71.0,26.5,60.3,17.9,34.5,8.6,25.8,10.4,14.6,10.9,23.8,34.8,13.7,6.6,3.3,11.8,16.7,72.1
250,2023-24,Canisius,14,32,14,18,.438,201.6,26.3,59.7,19.0,38.1,7.3,21.6,10.6,16.9,12.0,24.9,36.9,12.5,6.0,3.5,13.5,16.3,70.4,27.0,59.8,20.6,41.0,6.4,18.8,11.7,16.6,10.0,23.8,33.8,13.8,6.8,2.8,11.3,15.4,72.1
251,2023-24,Eastern Illinois,14,32,14,18,.438,200.0,25.7,61.0,20.1,43.5,5.6,17.5,11.9,16.3,10.9,24.4,35.3,12.9,8.1,3.0,10.3,17.7,68.9,23.7,53.8,16.7,33.9,7.0,19.9,13.6,18.9,8.7,26.8,35.5,13.3,5.3,4.3,14.2,14.5,67.9
252,2023-24,Florida Gulf Coast,14,32,14,18,.438,200.8,25.8,56.8,18.0,34.8,7.8,22.0,10.9,15.7,9.9,24.4,34.3,11.7,6.0,3.4,11.3,14.5,70.4,25.6,57.7,16.8,32.9,8.8,24.8,11.2,16.0,9.6,23.0,32.6,13.3,6.3,2.5,10.4,15.2,71.1
253,2023-24,Georgia State,14,31,14,17,.452,201.6,27.6,63.5,20.1,40.3,7.5,23.2,13.7,18.1,10.5,26.9,37.4,11.8,5.8,2.9,9.7,17.5,76.5,26.3,61.7,19.2,38.1,7.1,23.6,15.1,21.2,11.3,27.2,38.5,13.0,5.6,4.1,10.5,16.0,74.8
254,2023-24,Georgia Tech,14,32,14,18,.438,203.1,25.3,60.1,17.4,35.8,7.9,24.4,12.4,17.5,11.5,26.6,38.1,13.3,4.4,4.0,12.3,16.5,71.0,26.4,61.8,18.5,37.4,7.9,24.3,14.4,19.5,10.6,24.8,35.4,13.5,6.9,3.2,8.8,16.3,75.2
255,2023-24,Harvard,14,27,14,13,.519,201.9,24.6,56.1,17.2,34.1,7.4,22.1,13.7,19.5,9.3,25.6,34.9,13.0,6.2,4.3,12.1,14.8,70.4,26.3,61.7,17.7,36.4,8.6,25.3,10.6,15.3,11.6,25.3,36.9,13.9,6.8,3.7,11.0,16.8,71.7
256,2023-24,Idaho State,14,34,14,20,.412,203.7,25.7,55.9,19.3,36.4,6.4,19.5,12.6,18.4,9.9,22.2,32.1,12.0,7.0,3.6,10.9,16.1,70.5,25.9,54.0,20.1,37.3,5.9,16.7,12.4,16.6,7.6,22.6,30.3,12.1,6.3,2.4,12.2,17.8,70.1
257,2023-24,Jacksonville State,14,32,14,18,.438,200.8,25.1,55.6,19.8,39.7,5.3,15.8,14.5,20.7,11.6,25.3,36.8,11.1,6.8,3.9,13.5,16.4,70.0,23.5,54.2,17.0,34.9,6.5,19.3,12.9,18.4,8.2,22.5,30.7,10.9,7.1,3.1,12.5,17.6,66.4
258,2023-24,Lehigh,14,32,14,18,.438,204.7,25.9,59.0,18.7,36.7,7.2,22.3,13.7,18.6,8.2,27.3,35.5,13.2,7.2,2.3,12.1,16.6,72.7,25.9,58.8,18.4,37.0,7.5,21.7,11.8,16.9,8.2,27.8,35.9,12.1,6.5,3.6,12.8,17.0,71.0
259,2023-24,Middle Tennessee,14,33,14,19,.424,203.8,22.5,55.8,15.2,32.4,7.3,23.5,13.5,19.1,10.4,24.3,34.8,10.0,5.3,4.2,14.0,15.6,65.7,25.9,58.9,20.0,41.1,5.9,17.8,12.6,17.4,10.7,25.5,36.2,11.1,6.5,3.4,11.1,17.2,70.3
260,2023-24,Northern Arizona,14,33,14,19,.424,201.5,25.0,57.1,18.7,37.0,6.3,20.1,12.4,17.8,8.3,23.0,31.3,13.5,5.7,3.1,12.6,18.3,68.6,27.4,57.8,21.1,38.2,6.3,19.7,15.5,21.6,10.4,26.2,36.6,12.9,7.4,2.9,11.6,17.0,76.6
261,2023-24,Presbyterian,14,33,14,19,.424,201.5,27.2,57.6,20.8,38.5,6.4,19.1,14.1,21.2,9.5,23.8,33.3,12.9,7.0,3.2,11.4,18.5,74.8,25.0,54.6,18.3,35.4,6.7,19.2,16.4,22.7,9.0,24.8,33.8,11.5,5.9,3.5,12.9,18.5,73.1
262,2023-24,Queens (NC),14,33,14,19,.424,200.0,28.1,63.5,19.2,37.3,8.9,26.2,14.9,21.0,11.3,25.7,37.0,13.2,7.0,2.8,11.4,17.4,80.1,29.8,63.5,21.7,39.6,8.2,23.9,13.8,18.7,10.4,27.3,37.6,12.5,6.4,4.6,11.6,18.0,81.6
263,2023-24,South Carolina State,14,32,14,18,.438,201.6,24.5,59.8,18.3,40.4,6.3,19.4,14.9,21.6,14.9,22.7,37.6,13.6,8.3,3.5,15.2,20.8,70.2,24.3,53.7,17.5,33.6,6.8,20.1,19.2,25.8,9.9,23.7,33.6,13.8,8.2,3.8,15.2,18.4,74.7
264,2023-24,Stanford,14,32,14,18,.438,203.1,27.6,58.9,18.6,34.8,8.9,24.2,12.3,16.9,7.8,26.5,34.3,16.1,5.5,3.1,12.8,15.3,76.3,28.5,63.1,20.1,39.4,8.5,23.7,10.9,16.0,10.0,25.7,35.6,13.1,6.9,2.8,11.2,16.5,76.5
265,2023-24,Tulane,14,31,14,17,.452,203.2,27.6,58.0,20.1,36.9,7.5,21.1,19.2,26.2,7.0,26.2,33.2,14.2,7.8,4.4,11.2,17.1,81.9,28.0,64.5,18.6,37.5,9.4,27.0,14.5,20.4,12.5,26.9,39.4,16.1,6.8,3.7,12.9,19.6,80.0
266,2023-24,Alabama State,13,32,13,19,.406,203.6,24.1,65.2,17.2,40.4,7.0,24.8,13.4,18.5,14.2,25.4,39.5,10.8,8.7,3.8,11.3,19.0,68.6,22.5,54.7,14.9,32.0,7.7,22.7,16.7,23.0,9.9,29.5,39.4,12.0,6.1,4.8,14.6,16.1,69.4
267,2023-24,Albany (NY),13,32,13,19,.406,200.8,28.7,64.3,20.9,40.7,7.8,23.7,13.5,18.6,11.4,24.7,36.0,12.8,8.3,3.2,13.3,19.4,78.7,28.3,60.8,23.1,42.8,5.2,18.0,16.9,23.3,10.1,25.9,36.0,13.1,7.3,4.7,13.0,15.6,78.8
268,2023-24,Arkansas–Pine Bluff,13,31,13,18,.419,200.0,26.2,58.7,15.4,29.8,10.9,29.0,16.8,22.0,8.4,26.2,34.6,15.1,5.9,2.2,13.3,18.3,80.1,29.5,64.9,22.0,40.1,7.5,24.8,15.2,21.2,12.1,26.3,38.3,16.5,7.2,3.4,11.7,18.1,81.8
269,2023-24,Brown,13,31,13,18,.419,203.5,25.2,58.6,17.0,34.6,8.2,24.0,12.7,19.5,11.8,25.4,37.2,13.5,6.3,4.2,12.4,16.7,71.4,25.8,58.0,18.5,35.8,7.3,22.2,12.9,18.5,9.4,25.3,34.6,13.3,6.8,3.2,11.9,17.7,71.8
270,2023-24,Cal State Bakersfield,13,32,13,19,.406,202.3,25.2,58.2,20.5,43.3,4.7,14.9,13.6,18.8,11.9,22.7,34.7,10.5,6.9,3.6,12.2,20.4,68.7,22.6,52.3,16.1,33.2,6.5,19.1,17.6,24.3,10.2,23.3,33.4,11.6,5.8,3.3,13.2,17.2,69.2
271,2023-24,California,13,32,13,19,.406,204.7,26.0,61.9,17.3,35.9,8.8,26.0,13.1,18.1,10.7,26.4,37.2,12.1,6.0,2.6,11.6,17.3,74.0,27.3,60.9,19.4,38.8,7.9,22.1,14.6,20.2,9.6,26.8,36.4,12.8,5.9,3.6,10.5,16.2,77.0
272,2023-24,Chicago State,13,32,13,19,.406,200.8,24.1,56.8,17.8,36.7,6.3,20.0,15.0,21.1,12.2,21.4,33.6,11.1,8.7,3.2,13.2,17.5,69.5,25.8,55.9,19.6,36.6,6.3,19.3,12.6,18.8,11.3,23.4,34.7,12.8,7.0,2.9,14.4,17.1,70.6
273,2023-24,Columbia,13,27,13,14,.481,200.0,27.7,59.1,19.2,36.3,8.6,22.8,12.9,17.7,9.8,25.9,35.7,17.4,7.7,2.3,12.2,16.2,77.0,26.3,59.9,17.9,34.1,8.4,25.7,11.6,16.1,10.0,23.4,33.4,15.0,6.3,4.0,12.4,15.5,72.4
274,2023-24,Eastern Michigan,13,31,13,18,.419,202.4,25.3,58.9,19.5,40.0,5.7,18.9,9.8,14.6,10.4,24.1,34.5,10.4,5.8,2.5,11.6,16.4,66.0,26.5,58.7,19.2,35.7,7.3,23.0,12.5,18.1,10.7,25.7,36.4,13.4,6.7,3.2,10.7,14.9,72.6
275,2023-24,Elon,13,32,13,19,.406,200.0,25.8,57.8,17.2,33.3,8.6,24.4,13.0,18.4,10.3,23.5,33.8,13.1,6.3,2.7,11.8,15.7,73.1,27.5,60.2,19.2,35.7,8.3,24.5,12.1,16.9,11.3,23.9,35.2,15.1,6.1,3.2,11.1,16.3,75.4
276,2023-24,Fordham,13,33,13,20,.394,203.8,24.2,60.4,16.2,34.9,8.0,25.5,14.1,21.2,13.0,24.1,37.1,12.7,8.0,4.7,12.9,20.2,70.5,24.4,54.4,18.4,37.5,6.0,16.9,17.6,24.5,9.1,26.9,36.0,12.2,6.8,3.8,13.9,18.4,72.4
277,2023-24,Marshall,13,33,13,20,.394,200.0,26.2,64.2,18.0,37.8,8.2,26.4,13.2,18.6,12.3,27.2,39.5,14.9,7.0,4.4,11.9,16.1,73.8,27.9,62.4,20.1,40.7,7.8,21.8,13.0,18.4,10.6,28.5,39.1,13.5,7.5,2.6,11.8,16.2,76.7
278,2023-24,Mount St. Mary's,13,32,13,19,.406,202.3,27.4,57.9,20.6,38.7,6.8,19.2,11.2,15.4,9.8,25.4,35.2,13.2,6.9,3.9,14.5,15.5,72.7,25.6,59.1,18.5,38.5,7.1,20.5,13.5,17.9,9.8,22.6,32.4,12.7,8.9,2.9,12.6,14.9,71.8
279,2023-24,Navy,13,31,13,18,.419,201.6,23.1,58.4,17.3,38.9,5.8,19.5,14.4,20.4,12.5,23.2,35.6,12.1,6.7,2.0,10.2,18.0,66.5,23.1,53.5,15.9,31.5,7.1,22.0,13.4,18.8,10.0,26.0,36.0,12.8,4.7,4.8,13.5,18.3,66.7
280,2023-24,New Mexico State,13,32,13,19,.406,202.3,24.1,56.9,17.7,37.4,6.4,19.6,13.1,19.3,8.9,24.8,33.7,11.2,6.1,3.1,11.9,19.9,67.7,23.8,56.6,15.7,32.7,8.2,23.9,16.7,23.7,9.8,25.5,35.3,13.4,7.1,2.7,11.7,16.4,72.4
281,2023-24,Notre Dame,13,33,13,20,.394,202.3,22.5,55.3,14.9,31.3,7.6,23.9,11.5,15.4,9.8,26.1,35.9,10.2,5.7,2.4,12.5,15.1,64.0,24.4,57.9,17.5,36.6,6.9,21.3,11.4,15.9,9.5,24.7,34.2,12.3,6.4,3.6,9.9,14.7,67.2
282,2023-24,Oregon State,13,32,13,19,.406,204.7,24.1,54.5,18.0,35.9,6.1,18.7,14.5,19.7,8.6,23.9,32.5,11.1,6.0,3.7,12.3,18.5,68.9,25.5,57.3,18.3,35.4,7.2,21.8,14.5,20.3,10.7,23.5,34.1,14.2,6.4,3.0,11.6,18.7,72.7
283,2023-24,Pepperdine,13,33,13,20,.394,200.0,26.3,58.3,19.5,39.4,6.8,18.9,13.4,19.0,10.1,23.7,33.8,13.3,5.1,2.7,11.2,16.3,72.8,26.9,56.1,20.3,38.6,6.6,17.5,13.5,18.7,8.0,24.7,32.7,13.4,6.1,2.3,11.5,18.1,74.0
284,2023-24,Saint Louis,13,33,13,20,.394,200.0,25.6,56.8,17.8,35.4,7.8,21.4,15.9,21.2,8.7,24.8,33.5,12.9,6.1,3.1,11.8,18.1,74.9,27.5,59.5,18.3,34.4,9.2,25.2,15.3,21.1,10.1,24.9,35.0,13.8,6.6,3.9,10.2,17.6,79.4
285,2023-24,Texas A&M–Commerce,13,33,13,20,.394,206.8,25.1,60.5,16.4,32.5,8.7,27.9,12.6,17.9,9.6,23.0,32.6,13.8,7.9,5.0,11.7,17.6,71.5,26.4,57.8,20.3,40.2,6.1,17.6,15.7,22.2,10.9,27.9,38.8,13.2,5.7,3.5,13.5,14.9,74.6
286,2023-24,Alabama A&M,12,35,12,23,.343,200.7,23.0,54.8,18.8,40.1,4.2,14.7,18.7,25.9,11.3,24.4,35.7,10.5,7.5,3.9,16.1,20.8,69.0,24.5,57.4,17.0,36.2,7.5,21.2,19.4,25.9,11.9,24.1,35.9,13.2,9.5,3.3,14.1,20.0,75.8
287,2023-24,Fresno State,12,33,12,21,.364,203.0,24.6,54.4,17.7,33.5,6.9,20.9,11.5,16.8,7.9,23.7,31.6,12.5,6.2,2.5,12.6,15.8,67.7,27.3,59.2,19.2,37.3,8.2,21.9,11.2,16.3,10.4,24.5,35.0,13.6,6.1,3.8,10.5,15.9,73.9
288,2023-24,Illinois–Chicago,12,33,12,21,.364,203.8,25.6,58.4,16.9,34.5,8.7,23.9,10.4,15.2,8.2,25.4,33.6,13.9,6.2,5.3,12.4,17.7,70.3,24.8,58.2,18.4,37.9,6.4,20.2,15.5,20.7,10.0,26.8,36.8,12.9,6.6,3.6,12.2,14.5,71.5
289,2023-24,Loyola Marymount,12,31,12,19,.387,200.0,25.9,57.8,17.5,34.9,8.4,22.9,12.2,16.7,9.9,25.0,34.9,11.9,3.7,2.6,10.7,16.3,72.4,26.3,58.6,19.9,40.0,6.4,18.6,12.5,17.2,9.1,23.5,32.5,13.5,5.8,3.5,8.5,15.6,71.4
290,2023-24,Murray State,12,32,12,20,.375,200.8,25.7,57.5,19.1,37.2,6.5,20.3,11.9,17.1,9.3,23.4,32.8,11.5,6.0,2.8,9.5,15.3,69.8,25.3,54.7,16.8,31.5,8.5,23.2,10.7,14.8,7.9,25.3,33.2,13.5,4.8,3.3,11.8,15.3,69.9
291,2023-24,Northeastern,12,32,12,20,.375,200.0,25.3,55.6,18.9,35.6,6.4,20.1,12.4,16.6,10.2,23.0,33.2,13.6,6.3,3.3,12.4,15.2,69.4,26.1,56.0,17.9,34.3,8.2,21.8,12.1,15.8,8.8,21.8,30.7,13.3,6.5,3.0,11.2,15.3,72.3
292,2023-24,Oklahoma State,12,32,12,20,.375,202.3,24.8,56.2,16.7,31.9,8.1,24.3,13.3,19.1,9.2,24.5,33.7,13.4,6.3,2.9,12.9,16.0,71.0,27.0,59.1,20.4,39.6,6.6,19.5,12.0,16.3,9.8,24.2,34.0,12.4,8.0,3.1,11.5,16.6,72.7
293,2023-24,Oral Roberts,12,31,12,19,.387,201.6,26.2,59.5,17.0,34.1,9.2,25.5,11.8,15.9,7.6,25.4,33.0,11.0,5.6,3.4,9.7,17.2,73.4,26.8,60.7,18.5,37.4,8.3,23.3,13.4,18.3,11.1,27.2,38.3,13.0,4.9,2.5,10.8,13.8,75.3
294,2023-24,Portland,12,33,12,21,.364,200.8,25.0,57.3,16.2,31.8,8.8,25.5,12.6,17.6,8.4,25.3,33.7,13.5,4.1,2.2,11.9,14.8,71.5,29.4,63.3,18.7,35.0,10.7,28.3,9.9,14.0,9.8,26.4,36.2,16.9,6.2,2.6,9.1,17.6,79.5
295,2023-24,Rhode Island,12,32,12,20,.375,200.0,25.8,56.3,19.3,37.5,6.5,18.7,14.4,22.3,10.4,26.4,36.8,12.8,4.7,3.1,12.6,16.9,72.6,27.8,61.5,19.2,37.2,8.7,24.3,12.1,18.2,10.2,24.2,34.4,14.8,7.0,4.7,9.0,18.4,76.3
296,2023-24,South Dakota,12,32,12,20,.375,203.1,27.3,59.9,19.5,39.0,7.8,20.9,13.5,18.2,10.4,27.0,37.4,12.2,3.6,1.8,12.8,16.0,76.1,29.1,64.5,20.1,39.6,8.9,24.9,12.2,16.8,10.3,24.1,34.4,13.6,6.6,3.4,8.8,17.1,79.2
297,2023-24,Western Michigan,12,32,12,20,.375,202.3,25.9,59.8,18.0,36.4,7.9,23.3,11.6,18.6,12.6,25.3,37.9,13.1,5.3,2.7,13.4,17.2,71.3,26.8,60.3,18.9,37.3,7.8,23.0,13.5,18.7,10.7,24.6,35.3,13.8,6.9,2.3,11.0,17.6,74.9
298,2023-24,The Citadel,11,32,11,21,.344,200.8,25.6,55.7,19.4,36.9,6.2,18.8,13.3,18.8,9.4,24.8,34.2,11.2,5.6,2.6,12.0,14.0,70.6,26.9,58.7,18.7,35.3,8.2,23.4,9.6,13.1,8.8,23.5,32.3,14.6,6.6,3.9,11.1,17.1,71.5
299,2023-24,Utah Tech,11,31,11,20,.355,201.6,24.9,55.6,18.4,36.4,6.5,19.2,14.5,22.5,9.9,24.6,34.5,12.9,6.6,4.3,16.0,20.9,70.8,25.9,58.7,18.5,37.1,7.3,21.6,18.0,24.8,11.3,25.0,36.3,13.5,8.8,3.6,13.4,19.6,77.1
300,2023-24,Florida International,11,33,11,22,.333,200.8,26.7,61.2,18.1,35.7,8.6,25.5,11.5,17.2,10.4,21.2,31.6,14.1,10.2,4.1,13.7,18.0,73.6,27.0,56.8,18.9,36.4,8.1,20.5,14.4,20.6,11.9,26.9,38.8,14.8,7.1,3.5,17.3,16.1,76.5
301,2023-24,Idaho,11,32,11,21,.344,200.8,24.5,55.6,16.9,32.9,7.6,22.7,11.2,15.2,7.9,23.6,31.6,12.3,5.6,3.2,11.5,17.7,67.8,24.7,54.3,17.3,33.3,7.4,20.9,14.5,19.9,8.9,25.0,33.9,13.2,6.5,3.5,11.1,15.2,71.2
302,2023-24,Lafayette,11,32,11,21,.344,203.1,23.3,57.0,16.2,34.2,7.1,22.8,9.2,13.7,8.7,24.5,33.3,13.2,6.6,4.3,11.6,16.2,62.8,23.5,56.3,16.1,34.7,7.4,21.6,12.9,17.5,10.1,26.9,37.0,12.1,6.3,3.1,11.8,14.7,67.3
303,2023-24,Louisiana–Monroe,11,30,11,19,.367,200.8,25.0,59.6,20.0,42.5,5.1,17.1,14.7,22.2,13.2,24.6,37.8,12.7,7.3,2.2,12.5,18.0,69.9,24.9,57.3,15.8,31.4,9.1,25.9,15.5,21.1,10.2,24.7,34.9,14.6,6.9,3.7,12.3,18.3,74.4
304,2023-24,UMBC,11,32,11,21,.344,200.8,29.8,64.0,21.9,41.7,8.0,22.3,11.0,15.8,9.5,27.3,36.8,13.0,5.1,3.9,13.1,15.8,78.7,29.6,66.6,22.1,42.6,7.6,24.0,13.9,19.0,12.0,27.3,39.4,13.5,8.1,3.1,11.4,15.7,80.7
305,2023-24,Morgan State,11,31,11,20,.355,201.6,27.1,60.1,22.3,43.8,4.8,16.3,13.7,18.1,10.9,24.5,35.5,12.5,6.2,3.6,14.5,19.2,72.7,27.3,61.4,20.5,41.6,6.8,19.7,16.1,23.5,13.3,24.1,37.4,13.1,8.2,3.7,12.9,15.8,77.5
306,2023-24,Northern Illinois,11,31,11,20,.355,202.4,25.8,58.1,18.5,35.7,7.3,22.5,14.3,21.2,10.3,25.5,35.8,10.2,5.3,4.9,12.7,17.4,73.2,27.5,61.2,19.5,39.3,8.0,22.0,14.4,21.1,11.6,25.2,36.8,14.7,6.8,2.5,10.9,18.7,77.4
307,2023-24,Pennsylvania,11,29,11,18,.379,203.5,26.9,59.3,17.4,33.5,9.5,25.9,11.1,16.1,10.4,25.5,35.9,14.8,6.0,2.3,11.1,14.9,74.4,27.0,59.3,17.7,33.6,9.2,25.8,11.2,15.8,9.2,24.4,33.6,15.1,5.9,3.1,10.0,14.9,74.4
308,2023-24,Rice,11,32,11,21,.344,202.3,26.0,58.8,18.2,35.5,7.8,23.3,12.1,17.4,10.3,25.1,35.4,14.4,5.6,3.7,11.6,14.5,72.0,27.3,60.7,18.6,37.3,8.8,23.4,12.2,16.4,10.4,25.1,35.6,14.8,7.3,3.4,10.3,15.6,75.7
309,2023-24,UTSA,11,32,11,21,.344,203.1,26.2,63.8,16.4,34.9,9.7,28.8,15.6,21.9,13.1,27.2,40.3,13.9,5.0,4.2,11.3,17.9,77.6,28.4,63.5,19.6,39.7,8.8,23.8,15.5,21.8,10.9,27.3,38.2,14.9,6.1,4.5,9.5,17.8,81.0
310,2023-24,Army,10,32,10,22,.313,202.3,22.1,54.6,14.2,30.0,7.9,24.6,8.3,14.0,9.6,24.4,34.0,12.5,5.8,3.9,12.2,15.8,60.3,22.9,53.5,16.0,32.3,6.9,21.2,11.6,16.4,8.3,25.6,33.9,12.9,7.0,3.0,10.9,14.9,64.3
311,2023-24,Charleston Southern,10,30,10,20,.333,200.0,23.8,57.6,16.9,36.6,6.9,21.0,13.0,17.7,10.0,25.5,35.5,10.2,3.8,3.0,12.2,17.1,67.6,27.0,59.8,21.1,41.1,5.8,18.8,13.9,19.6,10.2,25.9,36.2,11.7,6.2,2.7,9.5,15.7,73.7
312,2023-24,Holy Cross,10,33,10,23,.303,200.8,24.7,56.3,17.2,34.9,7.5,21.3,9.5,14.4,8.3,24.4,32.7,11.1,4.0,3.3,11.0,16.1,66.5,26.6,58.2,17.8,35.3,8.8,23.0,12.6,17.4,9.4,26.0,35.5,14.1,6.6,3.2,8.4,14.2,74.6
313,2023-24,New Orleans,10,33,10,23,.303,200.9,25.6,61.3,20.2,43.5,5.4,17.8,16.8,23.4,11.4,23.1,34.5,11.8,7.7,3.6,12.3,19.1,73.5,28.4,60.5,21.9,41.4,6.5,19.1,16.2,22.4,12.2,27.6,39.8,15.2,6.4,4.0,14.6,20.2,79.5
314,2023-24,Prairie View A&M,10,31,10,21,.323,200.0,24.8,59.1,20.0,43.3,4.8,15.8,15.7,21.8,9.8,20.9,30.7,12.0,9.1,2.8,12.8,20.2,70.2,26.1,55.1,19.8,37.0,6.3,18.1,18.0,25.5,10.7,26.5,37.3,12.9,6.8,4.1,16.6,19.3,76.4
315,2023-24,Robert Morris,10,32,10,22,.313,203.1,26.0,60.2,17.5,34.8,8.5,25.4,12.1,16.9,12.2,24.0,36.2,13.5,4.9,2.9,13.8,17.6,72.7,26.9,58.3,20.1,38.2,6.8,20.1,15.2,21.0,9.4,24.0,33.4,13.7,7.3,2.7,10.9,15.5,75.8
316,2023-24,Sacramento State,10,34,10,24,.294,200.0,23.5,54.6,15.9,31.6,7.6,22.9,12.6,17.6,11.7,23.8,35.6,13.1,5.2,2.7,14.6,17.0,67.1,25.3,54.5,17.9,33.4,7.4,21.2,12.5,17.4,7.8,21.4,29.1,13.1,7.4,3.0,10.3,16.9,70.4
317,2023-24,USC Upstate,10,30,10,20,.333,202.5,26.0,58.4,18.3,35.4,7.7,23.0,11.3,17.7,8.7,22.9,31.7,12.5,7.2,3.2,11.5,19.6,71.0,24.6,55.0,18.3,35.0,6.3,20.0,17.5,24.6,11.1,26.8,37.9,11.2,6.1,3.0,13.4,16.8,72.9
318,2023-24,Southern Utah,10,31,10,21,.323,200.8,26.5,60.0,20.2,39.1,6.3,20.9,15.8,21.7,10.4,23.5,33.8,12.1,6.5,3.0,12.0,17.7,75.0,29.2,61.1,23.4,44.3,5.7,16.8,13.5,19.0,11.3,26.1,37.4,13.5,6.9,3.5,12.5,19.3,77.6
319,2023-24,Tennessee Tech,10,31,10,21,.323,201.6,24.5,54.6,17.9,35.0,6.5,19.6,12.0,16.8,6.2,24.7,30.9,12.2,5.0,2.9,11.9,13.6,67.4,27.6,60.2,19.8,38.0,7.8,22.3,10.7,13.8,9.3,26.6,35.9,15.0,6.8,3.2,10.4,15.6,73.8
320,2023-24,William & Mary,10,33,10,23,.303,200.8,23.8,57.9,14.9,30.1,9.0,27.8,13.2,18.8,10.3,24.8,35.2,12.3,4.7,1.7,10.8,17.0,69.8,25.5,57.3,18.5,36.2,7.0,21.1,14.2,19.4,9.7,26.4,36.1,11.7,5.8,3.9,9.8,16.8,72.1
321,2023-24,Air Force,9,31,9,22,.290,201.6,23.5,51.7,14.6,27.3,8.8,24.4,10.5,15.3,7.3,20.9,28.1,14.5,6.5,3.9,12.0,17.5,66.2,25.0,52.6,17.9,33.3,7.1,19.3,15.4,20.5,9.6,23.2,32.8,12.5,5.7,3.1,11.2,16.0,72.4
322,2023-24,Central Arkansas,9,32,9,23,.281,200.8,25.5,61.4,17.5,38.1,8.0,23.3,13.1,17.7,11.2,25.2,36.4,13.7,7.0,3.3,12.7,17.1,72.2,27.2,60.4,17.7,35.0,9.4,25.4,14.4,19.9,10.7,26.5,37.2,13.1,7.6,3.1,11.5,15.8,78.2
323,2023-24,Coastal Carolina,9,31,9,22,.290,201.6,26.9,60.6,20.5,40.5,6.5,20.2,13.2,19.9,11.4,28.9,40.3,12.7,5.7,3.1,13.5,16.0,73.5,27.6,65.6,17.7,35.5,9.9,30.2,13.4,19.4,12.3,25.5,37.8,15.4,8.5,3.5,9.5,16.5,78.5
324,2023-24,Georgetown,9,32,9,23,.281,201.6,24.2,58.3,15.9,34.4,8.3,23.9,14.1,19.8,12.2,21.9,34.1,12.2,5.7,3.1,12.2,16.7,70.8,28.2,57.5,20.4,35.6,7.8,22.0,13.8,19.3,9.7,24.3,34.0,15.6,7.5,3.9,11.1,16.8,77.9
325,2023-24,Georgia Southern,9,33,9,24,.273,202.3,25.7,59.7,16.3,33.1,9.4,26.6,12.6,17.3,10.5,23.7,34.2,10.7,6.9,4.0,13.2,20.1,73.3,26.9,59.0,19.3,37.5,7.6,21.5,17.9,25.4,12.1,26.0,38.1,13.3,7.5,4.1,12.2,15.5,79.2
326,2023-24,Hampton,9,33,9,24,.273,200.0,25.8,60.9,18.5,37.9,7.3,23.0,12.8,17.9,11.3,25.7,37.0,12.8,5.8,3.7,12.5,16.3,71.8,27.3,62.5,19.4,37.7,7.9,24.8,13.8,18.4,11.2,26.1,37.4,13.4,7.2,2.7,10.9,16.1,76.4
327,2023-24,Lindenwood,9,31,9,22,.290,200.8,22.5,55.7,17.6,38.7,4.8,17.0,15.4,21.1,8.8,22.9,31.7,8.0,6.2,2.5,12.0,17.5,65.1,25.2,54.5,17.4,33.7,7.8,20.9,14.9,20.6,9.1,27.0,36.1,12.9,6.2,3.8,12.5,18.4,73.1
328,2023-24,Maryland Eastern Shore,9,29,9,20,.310,202.6,23.0,57.4,17.2,37.7,5.8,19.7,13.3,18.6,10.9,24.1,35.0,10.8,7.0,2.8,13.8,17.5,65.2,24.9,56.9,18.3,36.7,6.6,20.2,14.1,20.8,11.1,26.1,37.2,12.3,7.3,3.0,13.6,16.3,70.6
